incident_date,route,ccil,narrative,found_location,location_name,latitude,longitude,postcode
2020-02-12,Scotland,CCIL 2093170 ,"With reference to the item in this section of yesterday’s Report concerning; 6S45, GB Railfreight, 0625 (Tue) North Blyth Alcan – Fort William Alcan, declared a failure. At 0108 (Wed), an assisting locomotive departed Craigentinny as 1Z99. Arrangements were made with the Operations Delivery Manager for possessions on the route to be delayed allowing the locomotive a clear path to the West Highland line. At 0536, the driver of 1Z99 advised that they were unwilling to proceed through the snow drift without authority from GB Railfreight control, this authority was not forthcoming. The decision was made to split 6S45, with one portion remaining at Rannoch while the remaining portion was returned to Bridge of Orchy and shunted into the sidings. A Mobile Operations Manager and P’Way staff were dispatched on board a class 156 unit to the snow drift at Corrour arriving at 1001. The snow drift was confirmed clear at 1030 and the unit then undertook route proving as far as Rannoch arriving at 1114 confirming no further issues found. At 1155 1Y44, ScotRail, 1140 Fort William – Glasgow Queen Street departed Fort William and at 1400, West Coast Railways locomotive 37668 departed to collect the leading portion of 6S45 at Rannoch, arriving back at Fort William at 1721. A VSTP was requested for a locomotive to recover the remaining portion at Bridge of Orchy at a future date.",Bridge of Orchy,Bridge of Orchy,56.51584582,-4.762977191,PA36 4AD
2020-02-12,North West and Central (WCMLS),CCIL 2093368 ,"Fault No. 881818 / At 0615, the driver of 6L35, DB Cargo, 1838 (Tue) Mossend – Wembley Yard, reported that whilst travelling on the Up Slow line at Hemel Hempstead, 5Q70, Rail Operations Group, Selhurst – Wolverton Centre Sidings travelling on the Down Slow line, kicked up ballast which cracked the windscreen of 6L35. 2K02, West Midlands Trains, 0553 Milton Keynes Central – London Euston was requested to examine the line for potential high ballast, but none was reported. The driver of 5Q70 was afforded a Line Blockage of the Up Slow line at 0631 to inspect the train. WON Item 41, North Wembley Junction – Tring, various lines blocked, 2345 (Tue) – 0530 (Wed), a West Coast South IQR3 Route Businesses EW managed possession, had carried out a ballast drop in the area. A Mobile Operations Manager was on site at 0641 to inspect the track. The driver of 5Q70 reported at 0647, that there was damage to the shoe gear on the train being hauled. At 0654 the Mobile Operations Manager advised that there was evidence of high ballast near gantry 25/01. The Line Blockage was given up by the driver of 5Q70 at 0657, after the driver had secured the shoes on the unit and was able to proceed. At 0720, the driver of 5Q70 reported striking ballast again on the Down Slow at Denbigh Hall and brought the train to a stand. By 0730 5Q70 was on the move travelling at 20 mph to destination. A Line Blockage was taken of the Down Slow line from 0853 – 0900 for P’Way staff to level out the ballast out in the area of the 25mp.",Hemel Hempstead,Hemel Hempstead,51.74233574,-0.490764101,HP3 9BQ
2020-02-12,Southern (Wessex),CCIL 2093413 ,"At 0739 the guard on 1D09, South Western Railway, 0724 London Waterloo – Dorking, reported that the train was at a stand on the Down Main Slow line at Earlsfield due to an unconscious passenger on the train who had collapsed. An ambulance was requested to attend. Services were diverted to the Down Main Fast line, not calling at Vauxhall or Earlswood. The Ambulance crew were on site at 0746, with the person assisted from the train for further treatment, allowing 1D09 to proceed at 0759.",Earlsfield,Earlsfield,51.44199132,-0.188445946,SW18 4SR
2020-02-12,North West and Central (North West),CCIL 2093510 ,"Fault No. 881861 / At 1103, the driver of 4K88, Freightliner, 1027 Folly Lane – Basford Hall reported that there was a balloon on the OLE of the Up Main line at Weaver Junction. 5Z12, Northern, 1035 South Parkway – Crewe advised that the balloon was in fact on the Up Ditton line with the Up Main line clear, but the balloon string was hanging below the contact wire so coasting was not possible. OLE staff were on site at 1149 and advised at 1201 that the balloon could not be located and had likely been blown away. Normal train running was therefore able to resume.",North West and Central (North West),,,,
2020-02-13,Southern (Sussex),CCIL 2094212 ,"Fault No. 159272 / At 1639, 1Q76, Colas, 1131 Tonbridge West Yard – Tonbridge West Yard, formed by locomotives 73963",Southern (Sussex),,,,
2020-02-13,Eastern (North & East),CCIL 2093869 ,"Fault No. 787603 / At 0418, it was reported that No. 2997A points on the Up Hull line at Howden had been run through within WON 46 Item 280, Howden LC CCTV – Gilberdyke, all lines blocked, 0105 (Thu) – 0520 (Thu), an LNE Network Operations North managed possession. 6Y21, Freightliner, 0510 Howden – Belmont Down Yard ran through the points in the Reverse position and came to a stand over the points and Howden CCTV Level Crossing. A Mobile Operations Manager and S&T staff were dispatched to site and Humberside Police (ref. 35) were advised about the crossing. The Mobile Operations Manager arrived on site at 0444 and undertook an examination of the points and the train. The Mobile Operations Manager was unable to secure the points with the train in place and authorised the train to proceed at below 5mph. S&T staff arrived on site at 0520 and after initial assessment the points were secured in the Normal position. Authority was granted for the possession to be rescinded and the Up Hull line possession was cancelled at 0608 and the Down Hull line at 0610. A P’Way supervisor was mobilised to site and at 0651 authorised movements at caution on the Up Hull line. The Engineering Supervisor was relieved of duty for ‘for cause’ screening. At 0945, S&T staff authorised normal signalling, additional adjustments to the stretcher bar was undertaken between trains.",Howden,Howden,53.76455009,-0.8606997340000001,DN14 7SE
2020-02-13,Eastern (North & East),CCIL 2093869 ,"Fault No. 787603 / At 0418, it was reported that No. 2997A points on the Up Hull line at Howden had been run through within WON 46 Item 280, Howden LC CCTV – Gilberdyke, all lines blocked, 0105 (Thu) – 0520 (Thu), an LNE Network Operations North managed possession. 6Y21, Freightliner, 0510 Howden – Belmont Down Yard ran through the points in the Reverse position and came to a stand over the points and Howden CCTV Level Crossing. A Mobile Operations Manager and S&T staff were dispatched to site and Humberside Police (ref. 35) were advised about the crossing. The Mobile Operations Manager arrived on site at 0444 and undertook an examination of the points and the train. The Mobile Operations Manager was unable to secure the points with the train in place and authorised the train to proceed at below 5mph. S&T staff arrived on site at 0520 and after initial assessment the points were secured in the Normal position. Authority was granted for the possession to be rescinded and the Up Hull line possession was cancelled at 0608 and the Down Hull line at 0610. A P’Way supervisor was mobilised to site and at 0651 authorised movements at caution on the Up Hull line. The Engineering Supervisor was relieved of duty for ‘for cause’ screening. At 0945, S&T staff authorised normal signalling, additional adjustments to the stretcher bar was undertaken between trains.",Howden,Howden,53.764739,-0.860475,N14 7LD
2020-02-13,Eastern (Anglia),CCIL 2093953 ,At 0719 Colas reported that the 20 mph ESR on the Down Electric line at Maryland had been removed in error and as a result a 20 mph caution was imposed until re-erection of the 20 mph ESR boards. An investigation was undertaken into the cause of the error. ESR boards were confirmed as in place by 1005.,Maryland,Maryland,51.54583974,0.00605784,E15 1SA
2020-02-13,Wales and Western (Wales),No CCIL entry ,"At 0015, it was advised that a member of Cardiff DU P’Way staff had sustained a strained calf whilst lifting rail on Down Main line at Radyr. The member of staff was conveyed home by a colleague, later attending A&E with a family member for assessment.",Radyr,Radyr,51.51650886,-3.248009062,CF4 8AA
2020-02-13,Eastern (Anglia),CCIL 2094235 ,"At 1905 the driver of 1L12, East Midlands Railway, 1351 Liverpool Lime Street – Norwich, reported a near miss at Leys Lane Footpath Crossing between Eccles Road and Attleborough with a cyclist. The driver sounded the horn and observed the person to clear the crossing. The driver was to continue. The Norwich Mobile Operations Manager was tasked with undertaking a check of the crossing equipment.",Eccles Road,Eccles Road,52.47090467,0.969929467,NR16 2JG
2020-02-13,Eastern (East Coast),CCIL 2094066 ,"At 1129 2C58, Northern, 1053 Hull – Doncaster, formed by unit 158853, comprising two coaches in all, overran Saltmarshe station by 20 feet, returning to the station with permission. The driver stated that the overrun was due to misjudging the braking distance. The driver was fit to continue.",Eastern (East Coast),,,,
2020-02-13,Southern (Kent),CCIL 2094197,"Fault No. 463758 / At 1614 the driver of 0B55, DB Cargo, 1515 Wembley Yard – Dollands Moor, reported a dip in the track on the Down Catford Loop line at Nunhead. Services were cautioned at 20 mph with the Mobile Operations Manager and P’ Way staff sent to site. At 1700 the Mobile Operations Manager imposed a 5 mph caution reporting three dips in the track. P’Way staff blocked the line at 1716 due to the severity of the defect, which required grinding and clamping before it could be reopened. Service reductions were imposed with diversions via Herne Hill and Kent House, with ticket acceptance agreed with other operators, LUL and TfL Buses. Arrangements were made for freight services that had passed through the area to have their wheelsets examined. P’Way staff were back on site at 2111 with the requisite equipment and were afforded a Line Blockage. By 2244 the defect had been clamped and a 5 mph ESR was imposed, with all associated ESR equipment confirmed as in place. P’Way staff carried out grinding work after service, with full rectification work planned for this weekend.",Nunhead,Nunhead,51.46697308,-0.052692347,SE15 3XE
2020-02-13,North West and Central (NW),CCIL 2093855 ,"Fault No. 881938 / At 0308, Crewe ECRO reported a breaker operation on section SX.50 on the Down Bolton line between Ordsall Lane Junction and Lostock Junction. At 0400 the OLE staff arrived on site at Bolton and undertook an inspection of platforms 4 & 5, with nothing found amiss, they continued to inspect the OLE in the section. Services in the Down direction were diverted via the Chat Moss lines where route knowledge allowed or were cancelled and ran as ECS to destination for return workings. Up direction services were not affected. The OLE inspection continued until 0523, when a member of staff advised the discovery of fresh burn marks on cantilever arm at structure MG17/68. An OLE supervisor was requested to site, who arrived at 0533 and undertook an assessment of the damage. An isolation was arranged of section SX.50, sub sections D and E between Clifton and North of Bolton station. At 0649, 2J61, Northern, 0554 Manchester Victoria – Wigan North Western, a diesel service was authorised through the section. The driver reported that the line was fit for diesel traction. Further services were contacted to confirm that they were formed of diesel traction before being authorised into the affected section. Following consultation with Northern and TransPennine Express it was decided to undertake the repairs after the morning peak. Staff for the emergency possession were sourced and an emergency possession was granted at 1018. Following the replacement of the registration arm the possession was cancelled at 1230 and the isolation at 1235, thus allowing normal signalling to resume.",Clifton,Clifton,55.138316,-1.6677990000000003,E61 6NE
2020-02-13,Eastern (North & East),CCIL 2093943 ,"Fault No. 787612 / At 0633, Sheffield Sub-ROC Shift Signalling Manager reported a loss of Reverse detection No. 7705 points at Milner Royd Junction blocking the route towards Halifax. A Mobile Operations Manager arrived on site at 0710 just as the signaller had obtained Reverse detection. The points were swung several times successfully, with no problems reported, allowing normal train running to resume. S&T arrived on site at 0813 and carried out an inspection of the points. The fault was placed in order at 1000.",Eastern (North & East),,,,
2020-02-13,Wales and Western (Wales),CCIL 2094277 ,"Fault No. 460412 / At 1917 the driver of 6B84, Freightliner, 1831 East Usk Yard – Moreton-on-Lugg, reported that AY3 signal on the Up Main line at Abergavenny had reverted from OFF to ON as the train approached. The driver was unable to stop and passed the signal at red. The reversion was caused by the signal lever returning to the frame. The driver was fit to continue.",Abergavenny,Abergavenny,51.81669124,-3.009664242,NP7 5HS
2020-02-13,Wales and Western (Wales),CCIL 2094277 ,"Fault No. 460412 / At 1917 the driver of 6B84, Freightliner, 1831 East Usk Yard – Moreton-on-Lugg, reported that AY3 signal on the Up Main line at Abergavenny had reverted from OFF to ON as the train approached. The driver was unable to stop and passed the signal at red. The reversion was caused by the signal lever returning to the frame. The driver was fit to continue.",Abergavenny,Abergavenny,51.81685,-3.0089691000000003,NP7 5HY
2020-02-13,North West and Central (WCMLS),CCIL 2093127 ,"Fault No. 881770 / At 1823 (Tue), the Shift Signalling Manager at Stoke SCC reported that track circuit ‘145’ on the Up Main line at Hixon had failed. A service was authorised to examine the line and reported nothing seen amiss. The track circuit cleared after the passage of a train. S&T staff were advised and arrived on site at 1900 (Tue) and at 2010 (Tue) reported that they had replaced a fuse but would continue to monitor the track circuit. At 1237 (Wed), the track circuit failed again, holding two signals at red. S&T were mobilised to site but were redirected to a points failure. Services in the Up direction were diverted via Stone and Stafford. Down direction services were not affected. At 1402 (Wed), track circuit ‘161’ failed on the Down Main line, adjacent to track circuit ‘145’ and S&T were again mobilised. At 1544 (Wed), track circuit ‘161’ was cleared, after S&T staff replaced a fuse, allowing normal signalling over the Down Main line. Work continued on fault finding for track circuit ‘145’ until 1633 (Wed), when S&T advised that the issue was with a failed track circuit feed set, but there were no spares within Stafford stores. Staff attempted to carry out a temporary repair without success. At 0904, S&T staff were back on site to fit a replacement track circuit feed set and confirmed at 1100 that the track circuit had been restored but remained on site to observe the passage of traffic. Normal train running was resumed at 1227 after S&T staff had completed final testing.",North West and Central (WCMLS),,,,
2020-02-13,Wales and Western (Western),CCIL 2093844 ,Fault No. 460340 / At 0138 (Thu) the Plymouth signaller reported that axle counters ‘RW’ and ‘RY’ on the Down Main line and ‘NY’ and ‘NZ’ on the Up Main line between St Germans and Liskeard were showing failed after a lightning storm in the area. The axle counters would not reset and trains being authorised past two signals on the Up Main line and one signal on the Down Main line at red. At 0345 S&T discovered three blown fuses with replacements obtained from the depot at Par. A temporary repair was undertaken but this did not resolve the issue. Further parts were replaced allowing the axle counters to be reset at 1145. Normal signalling resumed.,St Germans,St Germans,50.39426531,-4.30845147,PL12 5LS
2020-02-13,Wales and Western (Western),CCIL 2093844 ,Fault No. 460340 / At 0138 (Thu) the Plymouth signaller reported that axle counters ‘RW’ and ‘RY’ on the Down Main line and ‘NY’ and ‘NZ’ on the Up Main line between St Germans and Liskeard were showing failed after a lightning storm in the area. The axle counters would not reset and trains being authorised past two signals on the Up Main line and one signal on the Down Main line at red. At 0345 S&T discovered three blown fuses with replacements obtained from the depot at Par. A temporary repair was undertaken but this did not resolve the issue. Further parts were replaced allowing the axle counters to be reset at 1145. Normal signalling resumed.,St Germans,St Germans,52.698254000000006,0.391142,E34 3HH
2020-02-13,Southern (Sussex),CCIL 2094041 ,"Fault No. 159254 / At 1022 Three Bridges ROC Shift Signaller Manager reported that ‘OG’ & ‘OF’ axle counters had failed on the Up Brighton Fast line. The axle counters were initially reset but then failed again after the passage of a train. Services were diverted to the Up Slow line or cautioned past two signals on the Up Brighton Fast line with S&T staff sent to site. S&T staff arrived on site at 1102 and were afforded Line Blockages to investigate the fault. At 1130 S&T staff reported that an axle counter head required replacement. By 1229 the axle counter head had been changed, with the axle counters restored at 1235 to allow normal signalling to resume.",Southern (Sussex),,,,
2020-02-13,North West and Central (North West),CCIL 2094130 ,"Fault No. 882007 / At 1350, Manchester ROC Shift Signalling Manager advised that axle counters MCFN, MCFS, MCFT and MCRB, on the Down Oxford Road/CLC line between Deansgate and Trafford Park, had failed after the passage of 1R74, East Midlands Railway, 0856 Norwich – Liverpool Lime Street. As a result, there was no route available from Deansgate to Ordsall Lane. The driver of 1R74 reported at 1403, that a pipe was hanging down from the front bogie of unit 153384 and was granted a Line Blockage to secure the pipe. At 1417, 1C55, Northern, 1328 Manchester Airport – Barrow-in-Furness was utilised to reset the axle counters MCFN and MCFS on the Down Oxford Road successfully, allowing the route from Deansgate to Ordsall Lane to become available. 1R74 returned to Manchester Oxford Road at 1421 (See section 07 and of this Report), where it was met by a fitter. At 1508, the Shift Signalling Manager confirmed that 1F98, Northern, 1349 Manchester Airport – Liverpool Lime Street had successfully reset axle counters MCFT and MCRB, allowing normal train running to resume.",Deansgate,Deansgate,53.47409585,-2.2510661030000003,M3 4LG
2020-02-13,Eastern (Anglia),CCIL 2094159 ,"At 1413 the driver of 1K77, Greater Anglia, 1233 Norwich – Stansted Airport formed by unit 755410, reported that they were seeking guidance from their fleet department due to multiple alarms sounding within the driving cab at Audley End. Trains trapped in rear were worked clear, with services started/terminated at Cambridge. A block to traffic for services departing London Liverpool Street for Cambridge was implemented at 1528. The driver attempted to gain traction in diesel mode, but this was unsuccessful and the train was declared a failure. An assisting locomotive 1Z99 was identified at Norwich, departing at 1535. A fitter was on site at 1642 but was unable to restore power to the unit. The assistance arrived on site at 1741, with the combined train on the move at 1811 as 5K99, after the fitter had rectified an issue with the brakes.",Audley End,Audley End,52.00445153,0.20716210000000002,CB11 4LB
2020-02-13,Southern (Wessex),CCIL 2093874 ,"Fault No. 463690 / At 0445 the Havant workstation 2 signaller reported being unable to lower the barriers at Warblington Station CCTV Level Crossing with one barrier appearing to be distorted by the wind. The road lights were working correctly and trains were cautioned over the crossing. Havant S&T staff discovered that the Down Side facing barrier boom had snapped off at the bolts. Hampshire police were advised and a road closure was arranged whilst repairs were carried out. Repairs were carried out during the morning but delays were encountered removing the old seized bolts from the boom. The boom was replaced and signaller authorised to work normally from 1145, with further remedial work to be carried out overnight.",Warblington,Warblington,50.8534334,-0.9671508879999999,PO9 2QD
2020-02-13,Southern (Wessex),CCIL 2093874 ,"Fault No. 463690 / At 0445 the Havant workstation 2 signaller reported being unable to lower the barriers at Warblington Station CCTV Level Crossing with one barrier appearing to be distorted by the wind. The road lights were working correctly and trains were cautioned over the crossing. Havant S&T staff discovered that the Down Side facing barrier boom had snapped off at the bolts. Hampshire police were advised and a road closure was arranged whilst repairs were carried out. Repairs were carried out during the morning but delays were encountered removing the old seized bolts from the boom. The boom was replaced and signaller authorised to work normally from 1145, with further remedial work to be carried out overnight.",Warblington,Warblington,50.853518,-0.967669,PO9 2QH
2020-02-13,Southern (Kent),CCIL 2093929,"Fault No. 463701 / At 0625 the driver of 1H90, Southeastern, 0605 Hastings – London Charing Cross, reported that the train had struck a large tree on the Up Hastings line between Crowhurst and Battle, with the tree blocking both lines. The train, formed by units 375709, 375910 & 375617, sustained an air leak with a fitter requested to attend. A Mobile Operations Manager and Off Track staff were sent to site. The traction current was discharged on both lines at 0642 to allow the driver to examine the train. Arrangements were made for the train in rear, 1H92, Southeastern, 0616 Ore – London Charing Cross to be utilised to rescue the 56 passengers. At 0749 the traction current was restored to allow 1H92 to commence movement towards 1H90. The transfer of passengers was complete at 0825, with the passengers returned to West St Leonards at 0859 for alternative forward transport. The tree and debris was removed by Off Track staff and clear of the line at 0832. A locomotive was sent from Tonbridge Yard to assist the failed unit however this was not required due to the fitter managing to release the brakes on the unit. The affected unit was made safe by the fitter and went forward at 40 mph at 0943 to Tonbridge, with the route subsequently reopened at 0954.",Crowhurst,Crowhurst,50.88857369,0.501354995,TN33 9DD
2020-02-13,Eastern (Anglia),CCIL 2093931 ,"Fault No. 305324 / At 0635 the driver of 1P03, Greater Anglia, 0530 Norwich – London Liverpool Street, reported striking an object on the OLE on the Up Main line between Manningtree and Colchester. The driver further reported a flash and a bang, with the ECRO confirming a tripping of OLE section 341 which would not reset. A Mobile Operations Manager and OLE staff were sent to site. Arrangements were made for a service on the Down line to undertake an examination of the line. A rescue locomotive was made ready to assist. Additional staff were sourced for the implementation of Single Line Working if deemed practical. At 0742 the OLE Supervisor confirmed that a tree had come down onto the OLE, damaging the outer running wire to the balance weight, catenary wire and the return conductor. The rescue locomotive attached to 1P03 at 0816. 1P03 was on the move at 0826 to Colchester. All affected trains were cleared from the area allowing repair work to commence from 1203, with an initial estimate of 5 ½ hours for restoration. All works were completed by 1707 with the route reopened at 1745 after all equipment had been cleared.",Manningtree,Manningtree,51.94906612,1.045251421,CO11 2LH
2020-02-13,Southern (Sussex),CCIL 2078442 ,"Fault No. 158479 / At 0733 the Redhill Mobile Operations Manager, who was undertaking embankment checks at an existing slip site at Cookspond Viaduct, (15/01/20) between East Grinstead and Dormans, reported further movement of the slip site with the passage of trains. Both lines were blocked pending further inspection by Earthworks staff with specialist contractors requested to attend. A bus replacement service was initiated between Hurst Green and East Grinstead. At 1054 Earthworks staff reported that the site had been inspected and confirmed the Down East Grinstead line could be reopened for single line working if required, the Up East Grinstead line will remain closed until further notice.",Cookspond Viaduct,Cookspond Viaduct,51.1447,-0.0018,RH19 2LR
2020-02-13,North West and Central (WCMLS),CCIL 2093991 ,"At 0851, West Midlands Trains reported that a driver turn was uncovered, this resulted in significant issues with departures from Kings Heath Depot affected. Significant reactionary delays ensued.",North West and Central (WCMLS),,,,
2020-02-13,Eastern (Anglia),CCIL 2094292 ,"2L99, Arriva Rail London, 1650 Clapham Junction – Stratford was terminated on arrival at Hackney Wick at 1816, 30 minutes late. It was advised that the service had encountered increased passenger loading due to an earlier failed train, with assistance sought from station staff at Homerton for a safe dispatch. Significant reactionary delay ensued.",Hackney Wick,Hackney Wick,51.54368184,-0.025766173,E9 5LH
2020-02-20,Eastern (Anglia),CCIL 2097982 ,"Fault No. 3057060 / At 0741 2N16, Arriva Rail London, 0659 Stratford – Richmond passed NL1043 signal on the Down North London line at Willesden High Level at red by three metres. When questioned, the driver stated they lost concentration (group 2 cause). After consultation with Arriva Rail London, the driver was judged fit to continue and was met on arrival at Richmond.",Eastern (Anglia),,,,
2020-02-20,North West and Central (NW),CCIL 2098260 ,"Fault No. 882932 / At 1845, 2W13, Northern, 2W23 1731 Stalybridge – Southport, passed WW145 signal on the Down Southport line at Wigan Wallgate station at red by four coaches. When questioned, the driver stated lack of concentration (group 2 cause). After consultation with Northern Rail, the driver was judged unfit to continue and was relieved of duty at Wigan Wallgate station.",Wigan Wallgate,Wigan Wallgate,53.54483534,-2.633181536,WN1 1BB
2020-02-20,North West and Central (WCMLS),CCIL 2097863 ,"Fault No. 882834. / At 0418 the Engineering Supervisor working within WON 47, Item 52 Camden Junction – London Euston (Lines A, D, E & X, platforms 12-16 blocked 0010 – 0525, a West Coast South Route Business EW managed possession) reported that WM2071b points on Line X at Park Street Tunnels had been run through. Investigations revealed that 6R60, DB Cargo, 1905 Basford Hall – Euston Long Welded Rail Train, had arrived in platform 15 at 0017 and the possession was taken around the train. The Engineering Supervisor had failed to ensure that the route was correctly set for the subsequent movement of 6R60 onto line X. S&T staff were on site and reported at 0422 that they had located a damaged right-hand switch. The ODM advised at 0450 that the points had been run through at 0040 and not located by S&T until 0400. The Engineering Supervisor was relieved of duty. A Mobile Operations Manager secured the points in the Normal position at 0550 and the possession was given up at 0630. 2071a points were secured in the Reverse position with detection at 0930 to restore access to Camden C.S, leaving 2071b points secured in the reverse position without detection and banned to all movements, blocking line X. Repairs are planned for Friday night.",Park Street,Park Street,51.72546034,-0.340277192,AL2 2NG
2020-02-20,North West and Central (NW),CCIL 2098005 ,"At 0849 the signaller at Stockport inadvertently replaced ST2-47 signal on the Down Slow line at Stockport to red in front of 2N62, Northern, 0802 Hazel Grove – Blackpool North. The driver was unable to stop and passed the signal at red by 20 yards. The driver was fit to continue when the circumstances were explained.",Stockport,Stockport,53.40555627,-2.163011702,SK3 9HZ
2020-02-20,Eastern (East Coast),CCIL 2098069 ,"At 1120 the signaller at Barton Hill inadvertently replaced BH8 signal on the Down Scarborough line at Barton Hill to red in front of 1E29, TransPennine Express, 0854 Liverpool Lime Street – Scarborough. The driver was unable to stop and passed the signal at red by three train lengths. The driver was fit to continue when the circumstances were explained.",Barton Hill,Barton Hill,54.069871,-0.918861,O60 7JZ
2020-02-20,Southern (Kent),CCIL 2097960 ,"At 0722 the driver of 2R07, Southeastern, 0632 Cannon Street – Ramsgate, reported seeing a body in the four foot of the Down Main line between Tonbridge and Paddock Wood. All lines were blocked, Emergency services and Network Rail staff attended at 0757. BT Police (ref. 92) reported at 0900 that having obtained a statement from the driver, they had deemed the incident an unexplained death, as the casualty showed no signs of injuries consistent with being struck by a train, and it was believed the person had fallen from a bridge. Scene of Crime Officers arrived on site to conduct their investigations, which were completed by 1041. All lines were reopened from 1053.",Tonbridge,Tonbridge,51.19143689,0.27077344,TN9 1TT
2020-02-20,Southern (Wessex),CCIL 2098277 ,Fault No. 464528 / At 1918 a report from the signaller working Wimbledon panel 5 of a person walking off Vine Road CCTV,Southern (Wessex),,,,
2020-02-20,Eastern (Anglia),CCIL 2098023 ,"At 0953 the driver of 2U28, Arriva Rail London, 0930 London Liverpool Street – Enfield Town reported that the train had struck a person on the Down line at Silver Street. All lines were blocked, Emergency services (BT Police ref. 150) and Network Rail staff attended at 1010. Services were suspended between Seven Sisters and Enfield Town/Cheshunt. A shuttle service ran between London Liverpool Street and Seven Sisters. The person was removed alive and air-lifted to hospital by ambulance staff at 1059 after suffering life changing injuries. The lines were re-opened at 1111, with Up direction services not calling at Silver street until 1122, when normal signalling resumed.",London Liverpool Street,London Liverpool Street,51.51802304,-0.081995697,EC2M 7PY
2020-02-20,Southern (Wessex),CCIL 2098225 ,"Fault No. 464514 / At 1734 the driver of 4V39, DB Cargo, 1736 Southampton Eastern Docks – Morris Cowley M.A.T, reported a near miss at Canute L.C, Southampton, with a group of ten people who crossed 20 metres in front of the train. The driver was fit to continue. The BT Police (ref. 517) were advised. A Mobile Operations Manager and S&T attended, the crossing was tested and found to be in order at 1852.",Southern (Wessex),,,,
2020-02-20,Scotland,CCIL 2098365 ,"At 2353 the driver of 2G96, (ScotRail), 2324 Gourock – Glasgow Central, reported a near miss at Bishop station with an inebriated person on the Down line. The person was later observed on CCTV to have climbed back onto the platform. The driver was shaken by the incident but fit to continue. The BT Police (ref. 71) were advised.",Scotland,,,,
2020-02-20,Southern (Kent),CCIL 2098135 ,"At 1400 the driver of 2R40, Southeastern, 1340, Charing Cross – Dover Priory, reported a trespasser on the Down Fast line near Hither Green. BTP (ref. 292), Mobile Operations Manager and ERU attended site. The traction current was isolated at 1414 on all lines. BT Police apprehended the individual by 1438 and once all personnel were clear of the line, the traction current was restored, allowing train movements to resume at 1449. Reactionary delays and disruption continued throughout the p.m. peak.",Southern (Kent),,,,
2020-02-20,Southern (Wessex),CCIL 2098000 ,"At 0834 2G92, South Western Railway, 0807 Guildford – London Waterloo formed by unit 455718, comprising eight coaches in all, overran Cobham and Stoke d’Abernon station by one coach length. The guard asked for permission to allow passengers to alight via the local door, which was agreed, and the doors were released in a controlled manner with no passenger incidents reported. The driver stated that the overrun was due to a lack of concentration. The driver was fit to continue.",Southern (Wessex),,,,
2020-02-20,Southern (Sussex),CCIL 2098273 ,"At 1901 1F55, Govia Thameslink Railway, 1824 Eastbourne – London Victoria, formed by units 377135 & 377162 comprising eight coaches in all, failed to call at Wivelsfield station. The driver stated that the overrun was due to being unused to approaching the station under clear signals. The driver was judged fit to continue.",Wivelsfield,Wivelsfield,50.96378293,-0.12083757699999999,RH15 0QF
2020-02-20,Southern (Kent),CCIL 2098105 ,"Fault No. 464489 / At 1252 the driver of 1D58, Southeastern, 1205 Gravesend – London Charing Cross advised they heard a loud bang as they traversed Edwards Street Junction and that there was a possible track defect. As a result, the signaller did not want to run trains over the affected area and as such all traffic was held pending inspection. P’Way were sent to site and then at 1308 a service was sent through the area at extreme caution, reporting nothing amiss. Services in rear then began to proceed at caution from 1312. The driver of another passing service reported there were wet beds on the approach to TL2048 signal. P’Way staff undertook a cab ride through the area and advised at 1352 that no wet beds were visible and line speed could resume.",Southern (Kent),,,,
2020-02-20,North West and Central (WCMLS),CCIL 2097858 ,"Fault No. 882827 / At 0019 (Thu) S&T staff reported a bank slip just north of Dodford Road, No.239 bridge at Weedon (70m 20ch),.A Mobile Operations Manager was on site at 0115 and conformed that there had been movement in the bank and suggested a daylight inspection. AMEY and P/Way were on site by 0308. A 20mph ESR was imposed on the Down Fast and Down Main line, P/Way were on site with the ESR speed boards by 0434 and erected them by 0609 after having some difficulties with the diagrams.",Weedon,Weedon,52.2344,-1.0811,NN7 4PE
